diego_odoh_okenyodo	nigerian newspaper journalists
diego_odoh_okenyodo	nigerian poets
diego_odoh_okenyodo	nigerian writers
diego_odoh_okenyodo	odoh diego okenyodo is a nigerian writer pharmacist activist
dietrich_schwanitz	1940 births
dietrich_schwanitz	2004 deaths
dietrich_schwanitz	dietrich schwanitz was a german writer and literary scholar. he
dietrich_schwanitz	german male writers
dietrich_schwanitz	german-language writers
dikran_chökürian	1884 births
dikran_chökürian	1915 deaths
dikran_chökürian	20th-century armenian painters
dikran_chökürian	dikran chökürian was an ethnic armenian writer and teacher editor
dikran_chökürian	ethnic armenian painters
dikran_chökürian	ethnic armenian writers
dikran_chökürian	ottoman armenians
dikran_chökürian	ottoman painters
dikran_chökürian	ottoman writers
dikran_chökürian	people from gümüşhane
dikran_chökürian	people who died in the armenian genocide
dilman_dila	1977 births
dilman_dila	dilman dila is a ugandan writer film maker and a social activist. he
dilman_dila	maisha film lab alumni
dilman_dila	makerere university alumni
dilman_dila	people from tororo district
dilman_dila	ugandan dramatists and playwrights
dilman_dila	ugandan film directors
dilman_dila	ugandan novelists
dilman_dila	ugandan screenwriters
dilman_dila	ugandan short story writers
dilman_dila	ugandan writers
dim_zupan	1946 births
dim_zupan	dim zupan is a slovene children's writer. he has also publushed
dim_zupan	levstik award laureates
dim_zupan	people from ljubljana
dim_zupan	slovenian children's writers
dim_zupan	university of ljubljana alumni
dimbeswar_neog	1899 births
dimbeswar_neog	1966 deaths
dimbeswar_neog	20th-century indian poets
dimbeswar_neog	asom sahitya sabha presidents
dimbeswar_neog	assamese-language poets
dimbeswar_neog	dimbeswar neog also known as the indradhenu poet was a renowned
dimbeswar_neog	people from sivasagar district
dimbeswar_neog	university of calcutta alumni
dimbeswar_neog	writers from assam
dimbeswar_neog	writers from northeast india
dimitri_verhulst	1972 births
dimitri_verhulst	20th-century belgian writers
dimitri_verhulst	dimitri verhulst is a belgian writer and poet. he is best known
dimitri_verhulst	flemish poets
dimitri_verhulst	libris prize winners
dimitri_verhulst	people from aalst belgium
dimitri_vladimirovich_isayev	1905 births
dimitri_vladimirovich_isayev	1930 deaths
dimitri_vladimirovich_isayev	20th-century poets
dimitri_vladimirovich_isayev	chuvash writers
dimitri_vladimirovich_isayev	chuvash-language poets
dimitri_vladimirovich_isayev	dimitri vladimirovich isayev was a chuvash writer and literary
dimitri_vladimirovich_isayev	people from urmarsky district
dimitrie_prelipcean	1927 births
dimitrie_prelipcean	1987 deaths
dimitrie_prelipcean	dimitrie prelipcean was romanian writer whose works trace the
dimitrie_prelipcean	people from suceava county
dimitrie_prelipcean	romanian writers
dimitrija_čupovski	1878 births
dimitrija_čupovski	1940 deaths
dimitrija_čupovski	dimitrija čupovski  was a macedonian textbook writer and lexicographer
dimitrija_čupovski	early macedonists
dimitrija_čupovski	macedonian culture
dimitrija_čupovski	macedonian writers
dimitrija_čupovski	people from čaška municipality
dimitrije_kantakuzin	1435 births
dimitrije_kantakuzin	15th-century poets
dimitrije_kantakuzin	15th-century serbian people
dimitrije_kantakuzin	15th-century writers
dimitrije_kantakuzin	dimitrije kantakuzin was a serbian writer who lived in the 15th
dimitrije_kantakuzin	kantakouzenos family
dimitrije_kantakuzin	medieval serbian people of greek descent
dimitrije_kantakuzin	medieval serbian poets
dimitrije_kantakuzin	medieval serbian writers
dimitrije_kantakuzin	people from novo brdo
dimitrije_kantakuzin	people of the serbian despotate
dimitrije_kantakuzin	year of death unknown
dimitry_elias_léger	1971 births
dimitry_elias_léger	21st-century american novelists
dimitry_elias_léger	american expatriates in france
dimitry_elias_léger	dimitry elias léger is a haitian-american writer and humanitarian. his
dimitry_elias_léger	haitian emigrants to the united states
dimitry_elias_léger	haitian male writers
dimitry_elias_léger	haitian novelists
dimitry_elias_léger	john f. kennedy school of government alumni
dimitry_elias_léger	male novelists
dimitry_elias_léger	writers from brooklyn
dimitry_elias_léger	writers from new york city
dimosthenis_kourtovik	1948 births
dimosthenis_kourtovik	dimosthenis kourtovik is a greek writer literary critic and anthropologist. he
dimosthenis_kourtovik	greek essayists
dimosthenis_kourtovik	greek novelists
dimosthenis_kourtovik	people from athens
dinakara_desai	1909 births
dinakara_desai	1982 deaths
dinakara_desai	20th-century indian poets
dinakara_desai	dinakara desai is a writer educationist political activist and
dinakara_desai	indian independence activists
dinakara_desai	indian male poets
dinakara_desai	kannada poets
dinakara_desai	karnataka politicians
dinakara_desai	lok sabha members from karnataka
dinakara_desai	people from uttara kannada
dinanath_gopal_tendulkar	1909 births
dinanath_gopal_tendulkar	1971 deaths
dinanath_gopal_tendulkar	dinanath gopal tendulkar was an indian writer and documentary
dinanath_gopal_tendulkar	indian documentary filmmakers
dinanath_gopal_tendulkar	indian writers
dinesh_chandra_goswami	1949 births
dinesh_chandra_goswami	dinesh chandra goswami is a noted assamese writer and winner
dinesh_chandra_sen	1866 births
dinesh_chandra_sen	1939 deaths
dinesh_chandra_sen	bengali writers
dinesh_chandra_sen	dhaka college alumni
dinesh_chandra_sen	indian folklorists
dinesh_chandra_sen	people associated with the bengal renaissance
dinesh_chandra_sen	sen was born in a vaidya-brahmin family to ishwar chandra sen
dinesh_chandra_sen	university of calcutta alumni
dinesh_chandra_sen	university of calcutta faculty
dino_stamatopoulos	1964 births
dino_stamatopoulos	american male comedians
dino_stamatopoulos	american male screenwriters
dino_stamatopoulos	american male voice actors
dino_stamatopoulos	american people of greek descent
dino_stamatopoulos	american television producers
dino_stamatopoulos	american television writers
dino_stamatopoulos	american writers of greek descent
dino_stamatopoulos	emmy award winners
dino_stamatopoulos	konstantinos 'dino' stamatopoulos is an american writer producer
dino_stamatopoulos	late night with conan o'brien
dino_stamatopoulos	male actors from chicago
dino_stamatopoulos	male television writers
dino_stamatopoulos	writers from chicago
dinu_nicodin	1886 births
dinu_nicodin	1948 deaths
dinu_nicodin	20th-century novelists
dinu_nicodin	20th-century poets
dinu_nicodin	20th-century short story writers
dinu_nicodin	dinu nicodin was a romanian writer affiliated with the modernist
dinu_nicodin	male novelists
dinu_nicodin	male poets
dinu_nicodin	male short story writers
dinu_nicodin	romanian businesspeople
dinu_nicodin	romanian historical novelists
dinu_nicodin	romanian male writers
dinu_nicodin	romanian nobility
dinu_nicodin	romanian novelists
dinu_nicodin	romanian people of world war ii
dinu_nicodin	romanian poets
dinu_nicodin	romanian short story writers
dinu_nicodin	romanian travel writers
dionciel_armstrong	1973 births
dionciel_armstrong	american film directors
dionciel_armstrong	american film producers
dionciel_armstrong	american male screenwriters
dionciel_armstrong	dionciel armstrong born december 29 1973 is a writer director
dionis_bubani	1926 births
dionis_bubani	2006 deaths
dionis_bubani	20th-century albanian writers
dionis_bubani	20th-century dramatists and playwrights
dionis_bubani	20th-century translators
dionis_bubani	21st-century albanian writers
dionis_bubani	albanian dramatists and playwrights
dionis_bubani	albanian publishers people
dionis_bubani	albanian satirists
dionis_bubani	albanian translators
dionis_bubani	dionis bubani was an albanian writer playwright humorist and
dionis_bubani	people from bucharest
dionis_bubani	translators from romanian
dionis_bubani	translators to albanian
dionisio_pérez_gutiérrez	1872 births
dionisio_pérez_gutiérrez	1935 deaths
dionisio_pérez_gutiérrez	dionisio pérez gutiérrez  - died 23 february 1935 in madrid was
dionisio_pérez_gutiérrez	spanish male writers
dionysius_lardner	1793 births
dionysius_lardner	1859 deaths
dionysius_lardner	dionysius lardner was an irish scientific writer who popularised
dionysius_lardner	encyclopedists
dionysius_lardner	fellows of the royal society
dionysius_lardner	irish science writers
dionysius_lardner	people associated with trinity college dublin
dionysius_lardner	people from county dublin
dirck_coornhert	1522 births
dirck_coornhert	1590 deaths
dirck_coornhert	16th-century composers
dirck_coornhert	dirck volckertszoon coornhert also known as theodore cornhert
dirck_coornhert	dutch christian theologians
dirck_coornhert	dutch dramatists and playwrights
dirck_coornhert	dutch engravers
dirck_coornhert	dutch male poets
dirck_coornhert	dutch male writers
dirck_coornhert	dutch people of the eighty years' war united provinces
dirck_coornhert	dutch politicians
dirck_coornhert	dutch renaissance humanists
dirck_coornhert	dutch translators
dirck_coornhert	male dramatists and playwrights
dirck_coornhert	national anthem writers
dirck_coornhert	renaissance engravers
dirck_coornhert	writers from amsterdam
diriye_osman	1983 births
diriye_osman	21st-century british painters
diriye_osman	african artists
diriye_osman	alumni of royal holloway university of london
diriye_osman	alumni of the university of birmingham
diriye_osman	black british writers
diriye_osman	british people of somali descent
diriye_osman	british short story writers
diriye_osman	diriye osman  is a somali-british short story writer essayist
diriye_osman	ethnic somali people
